run_order,timestamp,level,algorithm,heuristic,repetition,status,cutoff_reason,solution_cost,solution_moves,solution_pushes,expanded_nodes,frontier_size_at_end,max_frontier_size,elapsed_seconds,solution,max_expanded_nodes,timeout_seconds,seed
119,2026-08-23T15:30:47-03:00,levels/experiments/level_04.txt,greedy,shortest_push_access,3,success,,96,96,40,5744,3064,3065,0.173195,UP UP UP RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT RIGHT UP LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
120,2026-08-23T15:30:48-03:00,levels/experiments/level_03.txt,bfs,null,6,success,,43,43,10,43709,71,2898,0.296410667,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
121,2026-08-23T15:30:49-03:00,levels/experiments/level_03.txt,astar,shortest_push_access,3,success,,43,43,10,41018,844,4055,1.016685209,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
122,2026-08-23T15:30:49-03:00,levels/experiments/level_02.txt,astar,minimum_matching_manhattan,1,success,,78,78,17,30315,37,1015,0.251155666,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
123,2026-08-23T15:30:51-03:00,levels/experiments/level_04.txt,astar,shortest_push_access,8,success,,54,54,20,50582,3791,4581,2.005407959,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
124,2026-08-23T15:30:51-03:00,levels/experiments/level_02.txt,dfs,null,2,success,,174,174,27,2101,94,95,0.012459,LEFT LEFT UP UP UP UP LEFT LEFT DOWN LEFT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN RIGHT DOWN RIGHT DOWN DOWN LEFT LEFT LEFT LEFT LEFT LEFT UP UP UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP UP DOWN DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP,1000000,25.0,0
125,2026-08-23T15:30:52-03:00,levels/experiments/level_02.txt,astar,shortest_push_access,8,success,,78,78,17,26823,190,1199,1.01229175,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
126,2026-08-23T15:30:53-03:00,levels/experiments/level_03.txt,bfs,null,10,success,,43,43,10,43709,71,2898,0.302199416,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
127,2026-08-23T15:30:53-03:00,levels/experiments/level_04.txt,dfs,null,8,success,,2044,2044,386,70252,1123,1187,0.438457959,UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP RIGHT UP RIGHT UP LEFT LEFT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP UP DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN UP UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT UP DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT LEFT LEFT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN RIGHT UP LEFT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT DOWN RIGHT DOWN LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN,1000000,25.0,0
128,2026-08-23T15:30:54-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,7,success,,126,126,29,22399,1621,2979,0.78763225,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
129,2026-08-23T15:30:54-03:00,levels/experiments/level_03.txt,bfs,null,2,success,,43,43,10,43709,71,2898,0.298850083,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
130,2026-08-23T15:30:56-03:00,levels/experiments/level_02.txt,astar,shortest_push_access,7,success,,78,78,17,26823,190,1199,1.0138945,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
131,2026-08-23T15:30:56-03:00,levels/experiments/level_02.txt,astar,minimum_matching_manhattan,9,success,,78,78,17,30315,37,1015,0.251621375,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
132,2026-08-23T15:30:56-03:00,levels/experiments/level_02.txt,dfs,null,7,success,,174,174,27,2101,94,95,0.012425375,LEFT LEFT UP UP UP UP LEFT LEFT DOWN LEFT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN RIGHT DOWN RIGHT DOWN DOWN LEFT LEFT LEFT LEFT LEFT LEFT UP UP UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP UP DOWN DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP,1000000,25.0,0
133,2026-08-23T15:30:56-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,4,success,,47,47,10,4344,1285,1291,0.122266167,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
134,2026-08-23T15:30:56-03:00,levels/experiments/level_03.txt,bfs,null,3,success,,43,43,10,43709,71,2898,0.300832375,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
135,2026-08-23T15:30:57-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,6,success,,47,47,10,4344,1285,1291,0.122110917,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
